vgchartz_game,twitch_game,similarity_score,match_quality
MX Unleashed,,0,Poor
NASCAR Racing,,0,Poor
South Park Rally,South Park,215,Poor
Trials Evolution,,0,Poor
Ultimate Race Pro,TERA,75,Fair
WipEout,,0,Poor
Ridge Racer,,0,Poor
RalliSport Challenge,Arcane,75,Fair
Test Drive 4,,0,Poor
Assetto Corsa,Assetto Corsa,275,Poor
NASCAR Racing 2,,0,Poor
Lamborghini,,0,Poor
Grand Prix 2,,0,Poor
IHRA Drag Racing,iRacing,143,Poor
MotoGP 4 - Official Game of MotoGP,,0,Poor
Rally Trophy,,0,Poor
TOCA Championship Racing,iRacing,134,Poor
GRID: Autosport,GRIS,78,Fair
IndyCar Racing,iRacing,145,Poor
Midtown Madness 3,,0,Poor
Automobili Lamborghini,,0,Poor
Blur,,0,Poor
Colin McRae: DiRT,,0,Poor
Dragster,,0,Poor
Test Drive (1987),,0,Poor
Test Drive: Off-Road,TERA,70,Fair
Ben 10: Galactic Racing,iRacing,134,Poor
RalliSport Challenge 2,Portal 2,137,Poor
The Dukes of Hazzard: Racing for Home,,0,Poor
F1 2012,F1 22,106,Poor
MegaRace,,0,Poor
F1 2016,F1 2016,155,Poor
MX vs. ATV Reflex,,0,Poor
Grand Prix 3,,0,Poor
Uniracers,,0,Poor
Lamborghini American Challenge,Arcane,93,Good
Project CARS 2,Project CARS 2,299,Poor
Grand Prix Simulator,GRIS,77,Fair
The Duel: Test Drive II,,0,Poor
Jet Racing Extreme: The First Encounter,The Front,158,Poor
Mortifero Motus,,0,Poor
Zombie Driver HD,,0,Poor
Grand Prix Legends,,0,Poor
Indianapolis 500: The Simulation,Anthem,95,Excellent
BARRIER X,,0,Poor
IndyCar Racing II,iRacing,145,Poor
Survivalist,,0,Poor
F1 2014,F1 24,106,Poor
High On Racing,iRacing,130,Poor
Organ Biker,,0,Poor
Full Auto,,0,Poor
Colin McRae Rally,,0,Poor
Redout: Enhanced Edition,Deceit,91,Good
Joe Danger 2: The Movie,Anthem,110,Poor
Absolute Drift,Rift,75,Fair
Ridge Racer Unbounded,Grounded,139,Poor
Lotus Challenge,,0,Poor
FlatOut 3: Chaos & Destruction,Hades,91,Good
SkyDrift,Rift,75,Fair
MSR: Metropolis Street Racer,Retro,86,Good
Little Racers STREET,,0,Poor
BallisticNG,,0,Poor
Grand Prix Circuit,,0,Poor
N2O: Nitrous Oxide,,0,Poor
Ridge Racer 3D,,0,Poor
OutRun 2006: Coast 2 Coast,,0,Poor
International Gran Prix,,0,Poor
18 Wheeler: American Pro Trucker,Arcane,89,Good
18 Wheels of Steel: Across America,Faeria,86,Good
18 Wheels of Steel: Big City Rigs,Tetris,90,Good
18 Wheels of Steel: Gold Edition,,0,Poor
18 Wheels of Steel: Pedal to the Metal,Steep,102,Poor
1nsane,,0,Poor
2060 Cyber Racer,,0,Poor
2XL MX Offroad,,0,Poor
2XL Supercross,,0,Poor
"3,2,1... SuperCrash!",,0,Poor
360: Three Sixty,,0,Poor
3D Classics: Excite Bike,,0,Poor
3D Classics: Excitebike,,0,Poor
4 Wheel Thunder,,0,Poor
4x4 EVO 2,,0,Poor
4x4 EVO 2,,0,Poor
4x4 Evolution,,0,Poor
4x4 Evolution,,0,Poor
4x4 Jam,,0,Poor
4X4 World Trophy,,0,Poor
5 Star Racing,,0,Poor
A.I.M. Racing,iRacing,134,Poor
A2 racer,,0,Poor
A2 Racer 2,,0,Poor
A2 Racer 3,,0,Poor
A2 Racer II,,0,Poor
A2 Racer III: Europa Tour,,0,Poor
ABC Sports Indy Racing,iRacing,140,Poor
Action Girlz Racing,iRacing,132,Poor
Action Girlz Racing,iRacing,132,Poor
Advan Racing,,0,Poor
Aero Racer,,0,Poor
Aero-Cross,,0,Poor
Aero-Cross,,0,Poor
Air Combat: Desert Aces,,0,Poor
AiRace,,0,Poor
AiRace: Tunnel,,0,Poor
AirBoarder 64,,0,Poor
Aircars,,0,Poor
AirRace Championship,Aion,72,Fair
Al Unser Jr. Turbo Racing,,0,Poor
Al Unser Jr.'s Road to the Top,,0,Poor
"Al Unser, Jr. Arcade Racing",,0,Poor
Alarm For Cobra 11 Vol.2: Hot Pursuit,,0,Poor
All Japan Grand Touring Car Championship,Paradigm,102,Poor
All-Star Racing,,0,Poor
All-Star Racing 2,,0,Poor
AMA Superbike,,0,Poor
American Chopper,Arcane,101,Poor
Anarchy: Rush Hour,,0,Poor
Andretti Racing,iRacing,135,Poor
Andretti Racing,iRacing,135,Poor
Antigrav Racing Championship,iRacing,131,Poor
Antz Extreme Racing,,0,Poor
Antz Racing,,0,Poor
Aqua GT,,0,Poor
Aqua GT,,0,Poor
Aqua Moto Racing Utopia,Ratopia,130,Poor
ARC Ninja Edition,Aion,71,Fair
Armada F/X Racers,ARMS,71,Fair
Armageddon Riders,ARMS,71,Fair
Army Racer,,0,Poor
Art Camion Geijutsuden,Arcane,111,Poor
Art Style: light trax,Art,71,Fair
Asphalt 4: Elite Racing,iRacing,133,Poor
Asphalt: Urban GT,,0,Poor
Asphalt: Urban GT 2,,0,Poor
Asphalt: Urban GT 2,,0,Poor
Astro Fang: Super Machine,Superman,153,Poor
Astro Taxi,,0,Poor
Atari Karts,,0,Poor
ATV Mania,,0,Poor
ATV Offroad Fury 4,,0,Poor
ATV Quad Kings,,0,Poor
ATV Quad Kings,,0,Poor
ATV Racers,,0,Poor
ATV Racers,,0,Poor
ATV Racing,,0,Poor
ATV Wild Ride,,0,Poor
ATV X-Treme: World Challenge,Arcane,82,Fair
ATV: Thunder Ridge Riders,,0,Poor
Autobahn Raser,,0,Poor
AutoBahn Tokio,,0,Poor
AvaGlide,,0,Poor
Avatar Karting,,0,Poor
Avatar Racedrome,,0,Poor
Avatar Rockets,,0,Poor
Avatar Without a Chute,,0,Poor
Axelerator,,0,Poor
Ayrton Senna Kart Duel,,0,Poor
Ayrton Senna Kart Duel 2,,0,Poor
Ayrton Senna Kart Duel Special,,0,Poor
Ayrton Senna's Super Monaco GP II,,0,Poor
Ayrton Senna's Super Monaco GP II,,0,Poor
Ayrton Senna's Super Monaco GP II,,0,Poor
Baja: Edge of Control,Control,143,Poor
Bakusou Dekotora Densetsu 2,Dota 2,97,Excellent
Bakusou Dekotora Densetsu Black,,0,Poor
Bakusou Dekotora Densetsu for WonderSwan,Strafe,70,Fair
Bakusou Dekotora Densetsu GB Special: Otoko Dokyou no Tenka Touitsu,Detention,123,Poor
Bakusou Dekotora Densetsu: Otoko Hanamichi Yume Roman,Detention,106,Poor
Ballistics,,0,Poor
Bandits: Phoenix Rising,,0,Poor
Banishing Racer,,0,Poor
Bari Bari Densetsu,,0,Poor
Battle Cross,,0,Poor
Battle Grand Prix,,0,Poor
Battle OutRun,,0,Poor
BC Racers,,0,Poor
BC Racers,,0,Poor
BC Racers,,0,Poor
Beach Buggy Racing,,0,Poor
Beam Breakers,,0,Poor
Beamrider,,0,Poor
Beetle Adventure Racing!,Elden Ring,153,Poor
Big Bumpin',,0,Poor
Big Mutha Truckers,,0,Poor
Big Mutha Truckers,,0,Poor
Big Mutha Truckers 2,,0,Poor
Big Red Racing,iRacing,130,Poor
Big Rigs: Over the Road Racing,iRacing,119,Poor
Bigfoot,,0,Poor
Bigfoot: Collision Course,,0,Poor
Biker Mice From Mars,,0,Poor
Bill Elliott's NASCAR Challenge,Arcane,89,Good
Bill Elliott's NASCAR Fast Tracks,,0,Poor
bleem! Gran Turismo 2,Tusmo,94,Good
BluePrint Racer 4D,,0,Poor
BMX Trial: Alex Kidd,,0,Poor
Bokan Go Go Go,,0,Poor
Bomberman Fantasy Race,,0,Poor
Bomberman Kart,,0,Poor
Bomberman Kart DX,,0,Poor
Boss Rally,,0,Poor
Bouken Yuuki PlaStar World: Plaston GP,Outlast,97,Excellent
BPM Racing,,0,Poor
Buckle Up!,,0,Poor
Buggy,,0,Poor
Buggy,,0,Poor
Buggy Run,,0,Poor
Bugriders: The Race of Kings,iRacing,114,Poor
Build 'n Race,,0,Poor
Bump 'n' Jump,,0,Poor
Burn Out,,0,Poor
Burnin' Rubber,,0,Poor
Burnout 3: Takedown,,0,Poor
Burnout Anthology,Brotato,111,Poor
Burnout Crash!,,0,Poor
Burnout Crash!,,0,Poor
Burnout Dominator,Domina,123,Poor
Burnout Dominator,Domina,123,Poor
Burnout Legends,,0,Poor
Burnout Paradise,,0,Poor
Burnout Paradise,,0,Poor
Burnout Paradise: Big Surf Island,Tarisland,152,Poor
Burnout Paradise: Big Surf Island,Tarisland,152,Poor
Burnout Paradise: Cops & Robbers,ReCore,90,Good
Burnout Paradise: Cops & Robbers,ReCore,90,Good
Burnout Paradise: Party Pack,ARAYA,70,Fair
Burnout Paradise: Party Pack,ARAYA,70,Fair
Burnout Revenge,,0,Poor
Butt-Ugly Martians: Zoom or Doom!,DOOM,83,Fair
Buzz! Junior: Ace Racers,,0,Poor
C1-Circuit,,0,Poor
C3 Racing: Car Constructors Championship,Carrion,111,Poor
Calvin Tucker's Farm Animal Racing,iRacing,132,Poor
Calvin Tucker's Redneck: Farm Animal Racing Tournament,iRacing,132,Poor
Captain Scarlet,,0,Poor
Car & Driver,,0,Poor
Car and Driver Presents: Grand Tour Racing '98,iRacing,112,Poor
Car Racing Challenge,Arcane,83,Fair
Carmageddon,,0,Poor
Carmageddon,,0,Poor
Carmageddon,,0,Poor
Carmageddon 2: Carpocalypse Now,RAGE 2,100,Excellent
Carmageddon Max Pack,Mad Max,120,Poor
Carmageddon Splat Pack,,0,Poor
Carmageddon TDR 2000,RAGE 2,96,Excellent
Carrera Power Slide,Crea,74,Fair
Cars,,0,Poor
Cars: Mater-National Championship,Astral Chain,182,Poor
Cars: Mater-National Championship,Astral Chain,182,Poor
Cars: Radiator Springs Adventure,Carrion,119,Poor
CART Flag To Flag,,0,Poor
CART Precision Racing,iRacing,133,Poor
Cartoon Network Speedway,,0,Poor
Castrol Honda Superbike 2000,,0,Poor
Castrol Honda Superbike World Champions,Crab Champions,242,Poor
Cel Damage Overdrive,,0,Poor
Championship Motocross 2001 Featuring Ricky Carmichael,Cosmos,96,Excellent
Championship Motocross 2002 Featuring Ricky Carmichael,Cosmos,96,Excellent
Championship Pro-Am,,0,Poor
Championship Rally,,0,Poor
Championship Sprint,,0,Poor
Charinko Hero,,0,Poor
Charlie Cat's Hot Air Balloon,,0,Poor
Chase H.Q.,,0,Poor
Chase H.Q.,,0,Poor
Chase H.Q.,,0,Poor
Chase H.Q.,,0,Poor
Chase H.Q.,,0,Poor
Chase H.Q. II,,0,Poor
Chase H.Q. Special: Police S.C.I.,Chess,86,Good
Chase H.Q.: Secret Police,,0,Poor
Checkered Flag,,0,Poor
Checkered Flag,,0,Poor
Chicane,,0,Poor
Chiki Chiki Machine Mou Race,,0,Poor
Chocobo Racing,,0,Poor
Choro Q Jet: Rainbow Wings,Retro,72,Fair
Choro Q Park,,0,Poor
Choro Q Works,,0,Poor
Chromatism,,0,Poor
Circuit Racer,,0,Poor
Circus Maximus: Chariot Wars,,0,Poor
City Racer,,0,Poor
Clash King V201,,0,Poor
Classic Car Racing,iRacing,130,Poor
Club Drive,,0,Poor
Clutch,,0,Poor
Clutch,,0,Poor
Cocoto Kart Racer,,0,Poor
Cocoto Kart Racer,,0,Poor
Cocoto Kart Racer,,0,Poor
Cocoto Kart Racer,,0,Poor
Colin McRae Rally,,0,Poor
Colin McRae Rally 2005,,0,Poor
Colin McRae Rally 2005,,0,Poor
Combat Cars,,0,Poor
Concept Car Series 2010,,0,Poor
Corvette,,0,Poor
Corvette Evolution GT,,0,Poor
Courier Crisis,,0,Poor
Crash 'N Burn,,0,Poor
Crash Nitro Kart,,0,Poor
Crash Tag Team Racing,TERA,81,Fair
Crash Team Racing,TERA,81,Fair
Crash Time,,0,Poor
Crash Time 4: The Syndicate,,0,Poor
Crash Time II,,0,Poor
Crash Time III,,0,Poor
Crash-City GP,,0,Poor
Crash-Course Domo,,0,Poor
CrashDay,,0,Poor
Crashed,,0,Poor
Crasher,,0,Poor
Crazy Cars,,0,Poor
Crazy Frog Racer,,0,Poor
Crazy Frog Racer,,0,Poor
Crazy Taxi,,0,Poor
Crazy Taxi,,0,Poor
Crazy Taxi,,0,Poor
Crazy Taxi: Fare Wars,,0,Poor
Crime Cities,RiME,75,Fair
Crime Killer,RiME,75,Fair
CrimeWave,RiME,75,Fair
Critical Velocity,,0,Poor
Cross Racing Championship 2005,Cosmos,87,Good
Cruis'n Exotica,Crea,75,Fair
Cruis'n USA,,0,Poor
Crusty Demons,Rust,75,Fair
Crystal Spear remake,Crea,76,Fair
Cubix: Race 'N Robots,,0,Poor
Cyber Speedway,,0,Poor
Cyber Spin,,0,Poor
Cyclone Circus,,0,Poor
D-Unit Drift Racing,iRacing,133,Poor
D1 Professional Drift Grand Prix Series 2005,FIFA 20,89,Good
Dakar 2,,0,Poor
Danny Sullivan's Indy Heat,INSIDE,88,Good
Darkwind: War on Wheels,,0,Poor
Darkwind: War on Wheels,,0,Poor
Dashin' Desperados,,0,Poor
Days of Thunder,,0,Poor
Days of Thunder,,0,Poor
Days of Thunder,,0,Poor
Days of Thunder (PSP),Dofus,85,Good
Days of Thunder: Arcade,TERA,72,Fair
Days of Thunder: Arcade,TERA,72,Fair
Days of Thunder: NASCAR Edition,Deceit,93,Good
Days of Thunder: NASCAR Edition,Deceit,93,Good
Daytona USA,,0,Poor
Daytona USA,,0,Poor
Daytona USA,,0,Poor
Daytona USA,,0,Poor
Daytona USA Deluxe,,0,Poor
Dead Heat Scramble,,0,Poor
Death Race,,0,Poor
Death Rally,,0,Poor
Death Track: Resurrection,,0,Poor
Death Track: Resurrection,,0,Poor
Demolition Herby,,0,Poor
Demolition Racer,,0,Poor
Demolition Racer: No Exit,Deceit,100,Excellent
Destruction Derby,Destiny,120,Poor
Destruction Derby,Destiny,120,Poor
Destruction Derby,Destiny,120,Poor
Destruction Derby 2,Destiny 2,164,Poor
DiRT,,0,Poor
DiRT 2,,0,Poor
DiRT 3: Monte Carlo,,0,Poor
DiRT 3: Monte Carlo,,0,Poor
DiRT 3: Monte Carlo,,0,Poor
DiRT 3: Power and Glory Car Pack,Deadlock,122,Poor
DiRT 3: Power and Glory Car Pack,Deadlock,122,Poor
DiRT 3: Power and Glory Car Pack,Deadlock,122,Poor
DiRT Showdown,,0,Poor
Dirt Track Devils,,0,Poor
Dirt Trax FX,,0,Poor
Dirty Racing,iRacing,132,Poor
Dodge 'Em,,0,Poor
Dodgem Arena,,0,Poor
Donkey (DONKEY.BAS),,0,Poor
Doomsday Racers,DOOM,91,Good
Doraemon Kart,,0,Poor
Doraemon Kart 2,,0,Poor
Doritos Crash Course,,0,Poor
Double Clutch,,0,Poor
Double S.T.E.A.L. The Second Clash,Atlas,76,Fair
Downforce,,0,Poor
Drag Racer USA,,0,Poor
Drift Street International,Detention,148,Poor
DRiiFT Mania,,0,Poor
Driver '76,,0,Poor
Drome Racers,,0,Poor
Drome Racers,,0,Poor
DT Carnage,,0,Poor
Ducati World Championship,,0,Poor
Ducati World Racing Challenge,iRacing,129,Poor
Ducati World Racing Challenge,iRacing,129,Poor
Ducati World Racing Challenge,iRacing,129,Poor
Dyad,,0,Poor
E.O.S. - Exhibition of Speed,,0,Poor
Earache Extreme Metal Racing,,0,Poor
Earache: Extreme Metal Racing,,0,Poor
Earache: Extreme Metal Racing,,0,Poor
Earache: Extreme Metal Racing,,0,Poor
Edgar Torrenteras Extreme Biker,TERA,75,Fair
Elastomania DS,,0,Poor
Eliminator Boat Duel,,0,Poor
Enduro Racer,,0,Poor
Enduro Racer,,0,Poor
Evel Knievel,,0,Poor
Excitebike,,0,Poor
Excitebike 64,,0,Poor
Excitebike: World Rally,,0,Poor
Exhaust,,0,Poor
Extreme Championship Racing: Devastation,iRacing,134,Poor
Extreme Road Trip 2,,0,Poor
Extreme-G 2,,0,Poor
F-1 Circus CD,,0,Poor
F-1 Dream,,0,Poor
F-1 GP,,0,Poor
F-1 Pilot,,0,Poor
F-Zero,,0,Poor
F-Zero X,,0,Poor
F-Zero X,,0,Poor
F-Zero: Climax,,0,Poor
F1,,0,Poor
F1 2000,,0,Poor
F1 2001,,0,Poor
F1 2002,F1 22,106,Poor
F1 2009,,0,Poor
F1 2009,,0,Poor
F1 2009,,0,Poor
F1 2009,,0,Poor
F1 2009,,0,Poor
F1 2013,F1 23,106,Poor
F1 2013,F1 23,106,Poor
F1 Career Challenge,Arcane,86,Good
F1 Career Challenge,Arcane,86,Good
F1 Challenge '99-'02,,0,Poor
F1 Circus,,0,Poor
F1 Circus,,0,Poor
F1 Circus '91,,0,Poor
F1 Circus '92,,0,Poor
F1 Circus MD,,0,Poor
F1 Circus Special: Pole To Win,,0,Poor
F1 Manager,,0,Poor
F1 Pole Position,,0,Poor
F1 Pole Position,,0,Poor
F1 Pole Position 2,,0,Poor
F1 Race Stars,,0,Poor
F1 Racing Championship,,0,Poor
F1 Racing Championship,,0,Poor
F1 Racing Championship,,0,Poor
F1 Racing Championship,,0,Poor
F1 Racing Championship,,0,Poor
F1 ROC II: Race of Champions,,0,Poor
F1 Triple Battle,,0,Poor
F1 World Championship Edition,,0,Poor
F1 World Championship Edition,,0,Poor
F1 World Grand Prix,,0,Poor
F1 World Grand Prix II,,0,Poor
F1 World Grand Prix II,,0,Poor
F355 Challenge: Passione Rossa,Chess,80,Fair
Family Circuit,,0,Poor
Family Circuit '91,,0,Poor
Family Go-Kart Racing,iRacing,125,Poor
Family Slot Car Racing,iRacing,124,Poor
FAST - Racing League,,0,Poor
Fastest 1,,0,Poor
Fastest Lap,,0,Poor
Fatal Inertia EX,Faeria,110,Poor
Fatal Run,,0,Poor
Fatal Run,,0,Poor
Ferrari Challenge Trofeo Pirelli,Arcane,88,Good
Ferrari Grand Prix Challenge,Feign,91,Good
Ferrari Grand Prix Challenge,Feign,91,Good
Ferrari Grand Prix Challenge,Feign,91,Good
Ferrari GT: Evolution,Feign,83,Fair
Figure 8 Racing,iRacing,129,Poor
Final Fantasy VII G-Bike,Final Fantasy VIII,368,Poor
Final Lap,,0,Poor
Final Lap 2000,,0,Poor
Final Lap Special,,0,Poor
Final Lap Twin,,0,Poor
Fire & Forget II,,0,Poor
Fireburst,,0,Poor
Fireburst,,0,Poor
Fireburst,,0,Poor
Fireburst,,0,Poor
Fireburst,,0,Poor
FlatOut 4: Total Insanity,,0,Poor
FlatOut: Head On,,0,Poor
FMX World Tour: Stars of Freestyle Motocross,Forts,95,Excellent
Ford Bold Moves Street Racing,,0,Poor
Ford Racing,,0,Poor
Ford Racing,,0,Poor
Ford Racing 2,,0,Poor
Ford Racing 3,,0,Poor
Ford Racing: Off Road,,0,Poor
Ford Truck Mania,,0,Poor
Formula 1,,0,Poor
Formula 1 Racing,,0,Poor
Formula 1 Sensation,,0,Poor
Formula Karts,Forts,96,Excellent
Formula Karts: Special Edition,Forts,96,Excellent
Formula Karts: Special Edition,Forts,96,Excellent
Formula One 2005,,0,Poor
Formula One Grand Prix,,0,Poor
Formula One: Built to Win,,0,Poor
Forza Horizon 3,Forza Horizon 3,319,Poor
Forza Motorsport 4: November Speed Pack,Forza Motorsport,335,Poor
Forza Motorsport 6: Apex,Forza Motorsport 6,379,Poor
Forza Motorsport 7,Forza Motorsport 7,379,Poor
Front Row,,0,Poor
FUEL,,0,Poor
Full Auto 2: Battlelines,,0,Poor
Full Contact Racing,Furi,72,Fair
G.G Series: Drift Circuit,Rift,75,Fair
G.G Series: Drift Circuit 2,Grid 2,103,Poor
Galaxy 5000: Racing in the 51st Century,Granny,79,Fair
Game Training Vol 2: Flight,Metin2,99,Excellent
Gas: Fuel for Fun,,0,Poor
Gas: Fuel for Fun,,0,Poor
Gekitotsu Yonku Battle,,0,Poor
Gekitotsu! Yonku Battle,,0,Poor
Geoff Crammond's Grand Prix 4,,0,Poor
Gizmondo Motocross 2005,,0,Poor
Glacier,,0,Poor
Glacier 3: The Meltdown,,0,Poor
Glimmerati,,0,Poor
GM Rally,,0,Poor
Go Kart Rally,,0,Poor
GP Rider,,0,Poor
GP Rider,,0,Poor
Grachten Racer,TERA,74,Fair
Gran Turismo 5 Prologue,Tusmo,94,Good
Gran Turismo 5 Prologue Spec III,Tusmo,94,Good
Gran Turismo 5 Prologue Spec III,Tusmo,94,Good
Gran Turismo 7,Gran Turismo 7,299,Poor
Gran Turismo Concept 2002 Tokyo-Geneva,Tusmo,94,Good
Gran Turismo Concept 2002 Tokyo-Seoul,Tusmo,94,Good
Gran Turismo HD Concept,Tusmo,94,Good
Gran Turismo HD Install Disc,Tusmo,94,Good
Graviton,,0,Poor
Gravity Zero Racing,iRacing,128,Poor
GRID,,0,Poor
GRID: 8-Ball Pack,,0,Poor
GRID: 8-Ball Pack,,0,Poor
GRID: Prestige Pack,GRIS,79,Fair
GRID: Prestige Pack,GRIS,79,Fair
GripShift,GRIS,83,Fair
GripShift,GRIS,83,Fair
Grooverider: Slot Car Thunder,GRIS,76,Fair
GT 24,,0,Poor
GT Advance / GT Advance 2 / GT Advance 3 / MotoGP,,0,Poor
GT Racers,,0,Poor
GT Racing,,0,Poor
GT-R 400,,0,Poor
GTI Club+,,0,Poor
GTI Club: Supermini Festa!,,0,Poor
GTI Racing,iRacing,135,Poor
GTR: FIA GT Racing Game,iRacing,131,Poor
Halfbrick Blast Off,,0,Poor
Halfbrick Rocket Racing!,iRacing,126,Poor
Halfbrick Rocket Racing!,iRacing,126,Poor
Halloween Racer,,0,Poor
Hang On,,0,Poor
Hannspree Ten Kate Honda: SBK Superbike World Championship,Kenshi,94,Good
Hard Drivin',,0,Poor
Hard Drivin',,0,Poor
Hard Drivin',,0,Poor
Hard Drivin' II,,0,Poor
Hard Truck: 18 Wheels of Steel,Hades,78,Fair
Harley-Davidson Motorcycles: Race to the Rally,DiRT Rally,166,Poor
Harley-Davidson Motorcycles: Race to the Rally,DiRT Rally,166,Poor
Harms Way,ARMS,75,Fair
Heli Good Spelunker,,0,Poor
Heracles Chariot Racing,iRacing,133,Poor
Heracles Chariot Racing,iRacing,133,Poor
Hi-Octane,,0,Poor
Hi-Octane: The Track Fights Back!,Tetris,93,Good
Hi-Octane: The Track Fights Back!,Tetris,93,Good
High Voltage Hot Rod Show,,0,Poor
Highway 2000,,0,Poor
History: Ice Road Truckers,Icarus,91,Good
Hooters Road Trip,,0,Poor
Hooters Road Trip,,0,Poor
Hot Wheels Stunt Track Driver,,0,Poor
Hot Wheels Velocity X,,0,Poor
Hot Wheels World Race,,0,Poor
Hot Wheels World's Best Driver,,0,Poor
Hot Wheels World's Best Driver,,0,Poor
Hot Wheels World's Best Driver,,0,Poor
Hot Wheels: All Out,,0,Poor
Hot Wheels: Beat That!,,0,Poor
Hot Wheels: Stunt Track Challenge,The Surge,123,Poor
HTR+ Slot Car Simulation,Slots,99,Excellent
HTR+ Slot Car Simulation,Slots,99,Excellent
Hugo Bukkazoom!,,0,Poor
Human Grand Prix III: F1 Triple Battle,Rift,71,Fair
Human Grand Prix IV: F1 Dream Battle,,0,Poor
Hydro Thunder,,0,Poor
Hydro Thunder Hurricane,Tunic,80,Fair
Hydro Thunder Hurricane: Tempest Pack,Tunic,80,Fair
I-War,,0,Poor
Idaten Jump DS: Moero! Flame Kaiser,Tusmo,73,Fair
Ignition,,0,Poor
IHRA Drag Racing: Sportsman Edition,iRacing,143,Poor
IHRA Professional Drag Racing 2005,iRacing,130,Poor
Impact Racing,iRacing,146,Poor
IndyCar Series,,0,Poor
Initial D,,0,Poor
Initial D,,0,Poor
Initial D Gaiden,,0,Poor
Initial D: Mountain Vengeance,M.U.G.E.N,71,Fair
Initial D: Takahashi Ryosuke no Typing Saisoku Riron,Ashen,80,Fair
International Moto-X,,0,Poor
International Rally,,0,Poor
"Ivan ""Ironman"" Stewart's Super Off Road",Maneater,117,Poor
J's Racin',,0,Poor
Jacked,,0,Poor
Jacked,,0,Poor
Jacked,,0,Poor
Jaguar XJ220,,0,Poor
Jaleco Rally - Big Run: The Supreme 4WD Challenge,The Surge,157,Poor
Jeep Jamboree: Off Road Adventure,Reventure,155,Poor
Jeep Thrills,,0,Poor
Jellycar,,0,Poor
JellyCar 2,,0,Poor
JellyCar 2,,0,Poor
JellyCar 2,,0,Poor
Jeremy McGrath Supercross 2000,,0,Poor
Jeremy McGrath Supercross 2000,,0,Poor
Jeremy McGrath's Offroad,,0,Poor
Jeremy McGrath's Offroad,,0,Poor
Jet Moto,,0,Poor
Jet Moto,,0,Poor
Jet Moto 2,,0,Poor
Jett Tailfin,,0,Poor
Jissen Kyoutei,,0,Poor
Joe Danger,,0,Poor
Joe Danger,,0,Poor
Joe Danger: Special Edition,Deceit,97,Excellent
Jovial Race,,0,Poor
Joy Ride,,0,Poor
Juiced 2: Hot Import Nights,,0,Poor
Juiced 2: Hot Import Nights,,0,Poor
JumpStart: Crazy Karts,Stray,75,Fair
Kaido Racer,,0,Poor
Kamen Rider SD: Shutsugeki!! Rider Machine,Kartrider,164,Poor
Kart Racer,,0,Poor
Kart Racer,,0,Poor
KartRider,Kartrider,191,Poor
Kat's Run: Zen Nihon K Car Senshuken,Arcane,77,Fair
Kattobi Road,,0,Poor
Kawasaki Caribbean Challenge,Arcane,83,Fair
Kawasaki Superbike Challenge,Arcane,71,Fair
Kawasaki Superbike Challenge,Arcane,71,Fair
Kawasaki Superbike Challenge,Arcane,71,Fair
Keroro Gunsou Taiketsu! Keroro Cart de Arimasu!!,Terraria,122,Poor
Killer Loop,,0,Poor
Knight Rider,,0,Poor
Knight Rider 2,Grid 2,108,Poor
Knight Rider 2,Grid 2,108,Poor
Knight Rider Special,GRIS,70,Fair
Knight Rider: The Game,GRIME,76,Fair
Knight Rider: The Game,GRIME,76,Fair
Konami Krazy Racers,Kona,91,Good
Kotobuki Grand Prix,,0,Poor
Kujibiki Unbalance,,0,Poor
Kyiv Chase,,0,Poor
Kyle Petty's No Fear Racing,,0,Poor
L.A. Rush,,0,Poor
Lamborghini - American Challenge,Arcane,93,Good
Lamborghini American Challenge,Arcane,93,Good
Lander Mania,,0,Poor
Lawnmower Racing Mania 2007,,0,Poor
Lawnmower Racing Mania 2007,,0,Poor
Le Mans 24 Hours,,0,Poor
LEGO Drome Racers & LEGO Creator: Knights Kingdom Double Pack,Arknights,166,Poor
LEGO Racers,,0,Poor
LEGO Racers,,0,Poor
lilt line,,0,Poor
Lingolu,,0,Poor
Little Racers,,0,Poor
London Racer,,0,Poor
London Racer 1,,0,Poor
London Racer II,,0,Poor
London Racer II,,0,Poor
London Racer II,,0,Poor
London Racer: Destruction Madness,Retro,71,Fair
London Racer: Police Madness,Arcane,76,Fair
London Taxi: Rushour,,0,Poor
London Taxi: Rushour,,0,Poor
Looney Tunes Racing,TERA,73,Fair
Looney Tunes: Space Race,,0,Poor
Lotus Challenge,,0,Poor
Lotus II,,0,Poor
Lotus Turbo Challenge,,0,Poor
Mach Go Go Go,,0,Poor
Mach Rider,,0,Poor
Mach Rider,,0,Poor
Mad Tracks,,0,Poor
Mad Tracks,,0,Poor
Mag Force Racing,,0,Poor
Manx TT SuperBike,,0,Poor
Manx TT SuperBike,,0,Poor
Mario Andretti Racing,iRacing,135,Poor
Mario Kart 64,Mario Kart 64,279,Poor
Mario Kart 64,Mario Kart 64,279,Poor
Mario Kart DS,Mario Kart DS,279,Poor
Mario Kart: Super Circuit,,0,Poor
Mart Racer,,0,Poor
Mashed,,0,Poor
Master Rallye,Stray,84,Fair
Math Gran Prix,,0,Poor
Mega Race,,0,Poor
MegaRace,,0,Poor
MegaRace,,0,Poor
MegaRace 2,,0,Poor
MegaRace 3,,0,Poor
Metal Drift,Rift,75,Fair
Metro-Cross,,0,Poor
Michael Andretti's World Grand Prix,Norland,108,Poor
Mickey's Racing Adventure,iRacing,130,Poor
